"","Predator","Predator_Size_Class","Predator_Size","Median_RTP","Max_RTP","Min_RTP","Func_Group"
"337","Fish",153,794.328234724282,5.87141870672226,5.89135984796564,5.84561420761008,"Fish"
"338","Fish",154,1000,5.91821687494638,5.93883861912838,5.89091191293853,"Fish"
"339","Fish",155,1258.92541179417,5.96582686915881,5.98715805738033,5.93699110397668,"Fish"
"340","Fish",156,1584.89319246111,6.01427584427416,6.03632765182832,5.98390650714002,"Fish"
"341","Fish",157,1995.26231496888,6.06355548347427,6.08631996819214,6.03168278246674,"Fish"
"342","Fish",158,2511.88643150958,6.11361920480891,6.13706835026756,6.0803105136787,"Fish"
"343","Fish",159,3162.27766016838,6.16438178947854,6.18846727624824,6.12974399210427,"Fish"
"344","Fish",160,3981.07170553497,6.21572183544788,6.24037578373802,6.17990122713638,"Fish"
"345","Fish",161,5011.87233627272,6.26748713053342,6.29262400732731,6.23063592702844,"Fish"
"346","Fish",162,6309.57344480194,6.31950266435835,6.3450224351153,6.28165171530282,"Fish"
"347","Fish",163,7943.28234724279,6.37158062353106,6.39737306795686,6.33299701538109,"Fish"
"348","Fish",164,10000,6.42353141607212,6.44948135029494,6.38450032256527,"Fish"
"349","Fish",165,12589.2541179417,6.47517412102458,6.50116728980095,6.43598397409435,"Fish"
"350","Fish",166,15848.9319246111,6.52634687838716,6.5522755417404,6.48727371983347,"Fish"
"351","Fish",167,19952.6231496888,6.57691457143057,6.60268264572803,6.53820772992463,"Fish"
"352","Fish",168,25118.8643150957,6.62677390553503,6.65230113200782,6.58864409104481,"Fish"
"353","Fish",169,31622.7766016838,6.67585565496335,6.70108048173238,6.63846641816405,"Fish"
"354","Fish",170,39810.7170553499,6.72412422582958,6.74900525704195,6.68758727273204,"Fish"
"355","Fish",171,50118.7233627271,6.77157494399843,6.7960909775362,6.73594932729637,"Fish"
"356","Fish",172,63095.7344480194,6.81822962562683,6.84237844110313,6.78352443100267,"Fish"
"357","Fish",173,79432.8234724279,6.86413102844305,6.88792718313019,6.8303108860038,"Fish"
"358","Fish",174,1e+05,6.90933673773476,6.93280867512494,6.87632431927476,"Fish"
"359","Fish",175,125892.541179417,6.95391294595688,6.97709972503569,6.92149267904664,"Fish"
"360","Fish",176,158489.319246111,6.99792847158361,7.02087639553301,6.96599399991031,"Fish"
"361","Fish",177,199526.231496888,7.04144925653175,7.06420863018527,7.009886574296,"Fish"
"362","Fish",178,251188.643150957,7.0845334972913,7.10715568482562,7.05322759105951,"Fish"
"363","Fish",179,316227.766016838,7.12722750825898,7.14976240520766,7.09606801531126,"Fish"
"364","Fish",180,398107.170553499,7.16956238455074,7.19205636701609,7.1384481208336,"Fish"
"365","Fish",181,501187.233627271,7.2115515186958,7.2340458905371,7.1803938313062,"Fish"
"366","Fish",182,630957.344480194,7.25318902159007,7.27571894814525,7.22191399908284,"Fish"
"367","Fish",183,794328.234724279,7.29444909315159,7.31704298705288,7.26299872280712,"Fish"
"368","Fish",184,1e+06,NA,NA,NA,"Fish"
"369","Inactive Cephs",1,5.01187233627271e-13,NA,NA,NA,"Low Activity"
"370","Inactive Cephs",2,6.30957344480192e-13,NA,NA,NA,"Low Activity"
"371","Inactive Cephs",3,7.94328234724279e-13,NA,NA,NA,"Low Activity"
"372","Inactive Cephs",4,1e-12,NA,NA,NA,"Low Activity"
"373","Inactive Cephs",5,1.25892541179417e-12,NA,NA,NA,"Low Activity"
"374","Inactive Cephs",6,1.58489319246111e-12,NA,NA,NA,"Low Activity"
"375","Inactive Cephs",7,1.99526231496887e-12,NA,NA,NA,"Low Activity"
"376","Inactive Cephs",8,2.51188643150957e-12,NA,NA,NA,"Low Activity"
"377","Inactive Cephs",9,3.16227766016838e-12,NA,NA,NA,"Low Activity"
"378","Inactive Cephs",10,3.98107170553497e-12,NA,NA,NA,"Low Activity"
"379","Inactive Cephs",11,5.01187233627271e-12,NA,NA,NA,"Low Activity"
"380","Inactive Cephs",12,6.30957344480192e-12,NA,NA,NA,"Low Activity"
"381","Inactive Cephs",13,7.94328234724279e-12,NA,NA,NA,"Low Activity"
"382","Inactive Cephs",14,1e-11,NA,NA,NA,"Low Activity"
"383","Inactive Cephs",15,1.25892541179417e-11,NA,NA,NA,"Low Activity"
"384","Inactive Cephs",16,1.58489319246111e-11,NA,NA,NA,"Low Activity"
"385","Inactive Cephs",17,1.99526231496887e-11,NA,NA,NA,"Low Activity"
"386","Inactive Cephs",18,2.51188643150957e-11,NA,NA,NA,"Low Activity"
"387","Inactive Cephs",19,3.16227766016838e-11,NA,NA,NA,"Low Activity"
"388","Inactive Cephs",20,3.98107170553497e-11,NA,NA,NA,"Low Activity"
"389","Inactive Cephs",21,5.01187233627271e-11,NA,NA,NA,"Low Activity"
"390","Inactive Cephs",22,6.30957344480192e-11,NA,NA,NA,"Low Activity"
"391","Inactive Cephs",23,7.94328234724279e-11,NA,NA,NA,"Low Activity"
"392","Inactive Cephs",24,1e-10,NA,NA,NA,"Low Activity"
"393","Inactive Cephs",25,1.25892541179417e-10,NA,NA,NA,"Low Activity"
"394","Inactive Cephs",26,1.58489319246111e-10,NA,NA,NA,"Low Activity"
"395","Inactive Cephs",27,1.99526231496887e-10,NA,NA,NA,"Low Activity"
"396","Inactive Cephs",28,2.51188643150957e-10,NA,NA,NA,"Low Activity"
"397","Inactive Cephs",29,3.16227766016838e-10,NA,NA,NA,"Low Activity"
"398","Inactive Cephs",30,3.98107170553497e-10,NA,NA,NA,"Low Activity"
"399","Inactive Cephs",31,5.01187233627271e-10,NA,NA,NA,"Low Activity"
"400","Inactive Cephs",32,6.30957344480192e-10,NA,NA,NA,"Low Activity"
"401","Inactive Cephs",33,7.94328234724279e-10,NA,NA,NA,"Low Activity"
"402","Inactive Cephs",34,1e-09,NA,NA,NA,"Low Activity"
"403","Inactive Cephs",35,1.25892541179417e-09,NA,NA,NA,"Low Activity"
"404","Inactive Cephs",36,1.58489319246111e-09,NA,NA,NA,"Low Activity"
"405","Inactive Cephs",37,1.99526231496887e-09,NA,NA,NA,"Low Activity"
"406","Inactive Cephs",38,2.51188643150957e-09,NA,NA,NA,"Low Activity"
"407","Inactive Cephs",39,3.16227766016838e-09,NA,NA,NA,"Low Activity"
"408","Inactive Cephs",40,3.98107170553497e-09,NA,NA,NA,"Low Activity"
"409","Inactive Cephs",41,5.01187233627271e-09,NA,NA,NA,"Low Activity"
"410","Inactive Cephs",42,6.30957344480194e-09,NA,NA,NA,"Low Activity"
"411","Inactive Cephs",43,7.94328234724279e-09,NA,NA,NA,"Low Activity"
"412","Inactive Cephs",44,1e-08,NA,NA,NA,"Low Activity"
"413","Inactive Cephs",45,1.25892541179417e-08,NA,NA,NA,"Low Activity"
"414","Inactive Cephs",46,1.58489319246111e-08,NA,NA,NA,"Low Activity"
"415","Inactive Cephs",47,1.99526231496888e-08,NA,NA,NA,"Low Activity"
"416","Inactive Cephs",48,2.51188643150958e-08,NA,NA,NA,"Low Activity"
"417","Inactive Cephs",49,3.16227766016838e-08,NA,NA,NA,"Low Activity"
"418","Inactive Cephs",50,3.98107170553497e-08,NA,NA,NA,"Low Activity"
"419","Inactive Cephs",51,5.01187233627271e-08,NA,NA,NA,"Low Activity"
"420","Inactive Cephs",52,6.30957344480193e-08,NA,NA,NA,"Low Activity"
"421","Inactive Cephs",53,7.9432823472428e-08,NA,NA,NA,"Low Activity"
"422","Inactive Cephs",54,1e-07,NA,NA,NA,"Low Activity"
"423","Inactive Cephs",55,1.25892541179417e-07,NA,NA,NA,"Low Activity"
"424","Inactive Cephs",56,1.58489319246111e-07,NA,NA,NA,"Low Activity"
"425","Inactive Cephs",57,1.99526231496888e-07,NA,NA,NA,"Low Activity"
"426","Inactive Cephs",58,2.51188643150958e-07,NA,NA,NA,"Low Activity"
"427","Inactive Cephs",59,3.16227766016838e-07,NA,NA,NA,"Low Activity"
"428","Inactive Cephs",60,3.98107170553497e-07,NA,NA,NA,"Low Activity"
"429","Inactive Cephs",61,5.01187233627271e-07,NA,NA,NA,"Low Activity"
"430","Inactive Cephs",62,6.30957344480193e-07,NA,NA,NA,"Low Activity"
"431","Inactive Cephs",63,7.94328234724281e-07,NA,NA,NA,"Low Activity"
"432","Inactive Cephs",64,1e-06,NA,NA,NA,"Low Activity"
"433","Inactive Cephs",65,1.25892541179417e-06,NA,NA,NA,"Low Activity"
"434","Inactive Cephs",66,1.58489319246111e-06,NA,NA,NA,"Low Activity"
"435","Inactive Cephs",67,1.99526231496888e-06,NA,NA,NA,"Low Activity"
"436","Inactive Cephs",68,2.51188643150958e-06,NA,NA,NA,"Low Activity"
"437","Inactive Cephs",69,3.16227766016838e-06,NA,NA,NA,"Low Activity"
"438","Inactive Cephs",70,3.98107170553497e-06,NA,NA,NA,"Low Activity"
"439","Inactive Cephs",71,5.01187233627271e-06,NA,NA,NA,"Low Activity"
"440","Inactive Cephs",72,6.30957344480193e-06,NA,NA,NA,"Low Activity"
"441","Inactive Cephs",73,7.9432823472428e-06,NA,NA,NA,"Low Activity"
"442","Inactive Cephs",74,1e-05,NA,NA,NA,"Low Activity"
"443","Inactive Cephs",75,1.25892541179417e-05,NA,NA,NA,"Low Activity"
"444","Inactive Cephs",76,1.58489319246111e-05,NA,NA,NA,"Low Activity"
"445","Inactive Cephs",77,1.99526231496888e-05,NA,NA,NA,"Low Activity"
"446","Inactive Cephs",78,2.51188643150958e-05,NA,NA,NA,"Low Activity"
"447","Inactive Cephs",79,3.16227766016838e-05,NA,NA,NA,"Low Activity"
"448","Inactive Cephs",80,3.98107170553497e-05,NA,NA,NA,"Low Activity"
"449","Inactive Cephs",81,5.01187233627271e-05,NA,NA,NA,"Low Activity"
"450","Inactive Cephs",82,6.30957344480192e-05,NA,NA,NA,"Low Activity"
"451","Inactive Cephs",83,7.94328234724282e-05,NA,NA,NA,"Low Activity"
"452","Inactive Cephs",84,1e-04,NA,NA,NA,"Low Activity"
"453","Inactive Cephs",85,0.000125892541179417,NA,NA,NA,"Low Activity"
"454","Inactive Cephs",86,0.000158489319246111,NA,NA,NA,"Low Activity"
"455","Inactive Cephs",87,0.000199526231496887,NA,NA,NA,"Low Activity"
"456","Inactive Cephs",88,0.000251188643150958,NA,NA,NA,"Low Activity"
"457","Inactive Cephs",89,0.000316227766016838,NA,NA,NA,"Low Activity"
"458","Inactive Cephs",90,0.000398107170553497,NA,NA,NA,"Low Activity"
"459","Inactive Cephs",91,0.000501187233627271,NA,NA,NA,"Low Activity"
"460","Inactive Cephs",92,0.000630957344480192,NA,NA,NA,"Low Activity"
"461","Inactive Cephs",93,0.000794328234724282,NA,NA,NA,"Low Activity"
"462","Inactive Cephs",94,0.001,NA,NA,NA,"Low Activity"
"463","Inactive Cephs",95,0.00125892541179417,NA,NA,NA,"Low Activity"
"464","Inactive Cephs",96,0.00158489319246111,NA,NA,NA,"Low Activity"
"465","Inactive Cephs",97,0.00199526231496888,NA,NA,NA,"Low Activity"
"466","Inactive Cephs",98,0.00251188643150958,NA,NA,NA,"Low Activity"
"467","Inactive Cephs",99,0.00316227766016838,NA,NA,NA,"Low Activity"
"468","Inactive Cephs",100,0.00398107170553497,NA,NA,NA,"Low Activity"
"469","Inactive Cephs",101,0.00501187233627272,NA,NA,NA,"Low Activity"
"470","Inactive Cephs",102,0.00630957344480194,NA,NA,NA,"Low Activity"
"471","Inactive Cephs",103,0.00794328234724282,NA,NA,NA,"Low Activity"
"472","Inactive Cephs",104,0.01,3.440068982746,3.45542633019388,3.42669106266276,"Low Activity"
"473","Inactive Cephs",105,0.0125892541179417,3.45172302336761,3.46595890054963,3.43876962861192,"Low Activity"
"474","Inactive Cephs",106,0.0158489319246111,3.46421086921368,3.47761392419907,3.45115542771881,"Low Activity"
"475","Inactive Cephs",107,0.0199526231496888,3.47721614358538,3.49016042328918,3.46369102562232,"Low Activity"
"476","Inactive Cephs",108,0.0251188643150958,3.4904630960374,3.5032389844117,3.47620804800969,"Low Activity"
"477","Inactive Cephs",109,0.0316227766016838,3.50371507486679,3.51659676877128,3.48854204107858,"Low Activity"
"478","Inactive Cephs",110,0.0398107170553497,3.51674841058095,3.53000108787153,3.50038819319856,"Low Activity"
"479","Inactive Cephs",111,0.0501187233627271,3.52935887469786,3.54323359666573,3.51159352882658,"Low Activity"
"480","Inactive Cephs",112,0.0630957344480194,3.54135296865618,3.5560874105742,3.52213152326066,"Low Activity"
"481","Inactive Cephs",113,0.0794328234724282,3.55254285946617,3.56836694550198,3.53182165783624,"Low Activity"
"482","Inactive Cephs",114,0.1,3.56274824867045,3.57989589466281,3.54048716451823,"Low Activity"
"483","Inactive Cephs",115,0.125892541179417,3.57180657738907,3.5904937370394,3.54798073493486,"Low Activity"
"484","Inactive Cephs",116,0.158489319246111,3.57959116789419,3.60003624255183,3.55421753782954,"Low Activity"
"485","Inactive Cephs",117,0.199526231496888,3.58603542660193,3.60841227542083,3.55921088246742,"Low Activity"
"486","Inactive Cephs",118,0.251188643150958,3.59115992342926,3.61555784606157,3.56310312592743,"Low Activity"
"487","Inactive Cephs",119,0.316227766016838,3.59509761421495,3.62146711067825,3.56618098209856,"Low Activity"
"488","Inactive Cephs",120,0.398107170553497,3.59811052135907,3.62620907629796,3.56886324774129,"Low Activity"
"489","Inactive Cephs",121,0.501187233627271,3.60058956188637,3.62994654294486,3.57164326700776,"Low Activity"
"490","Inactive Cephs",122,0.630957344480194,3.6030297875672,3.63295262710011,3.57486289084004,"Low Activity"
"491","Inactive Cephs",123,0.794328234724282,3.60597820103962,3.63572844143416,3.57913865773875,"Low Activity"
"492","Inactive Cephs",124,1,3.60996072064526,3.6387578429178,3.58478676515002,"Low Activity"
"493","Inactive Cephs",125,1.25892541179417,3.61540507394458,3.64255675993085,3.5919559834797,"Low Activity"
"494","Inactive Cephs",126,1.58489319246111,3.62258085186629,3.64772282572702,3.60063327257384,"Low Activity"
"495","Inactive Cephs",127,1.99526231496888,3.63157220449464,3.65505609643101,3.61067164255567,"Low Activity"
"496","Inactive Cephs",128,2.51188643150958,3.64228515758491,3.664448768863,3.62182484414022,"Low Activity"
"497","Inactive Cephs",129,3.16227766016838,3.65447856478734,3.6759574314123,3.63377878195297,"Low Activity"
"498","Inactive Cephs",130,3.98107170553497,3.66780278194031,3.6894167652903,3.64617760937867,"Low Activity"
"499","Inactive Cephs",131,5.01187233627271,3.68183461783474,3.70445904950184,3.65864887814751,"Low Activity"
"500","Inactive Cephs",132,6.30957344480194,3.69610685338583,3.72055562568844,3.67083475056225,"Low Activity"
"501","Inactive Cephs",133,7.94328234724282,3.71014010711246,3.73707100357321,3.68222290496152,"Low Activity"
"502","Inactive Cephs",134,10,3.72348971436924,3.75332906292221,3.69280558663525,"Low Activity"
"503","Inactive Cephs",135,12.5892541179417,3.73581722282686,3.76870001196522,3.70263582841493,"Low Activity"
"504","Inactive Cephs",136,15.8489319246111,3.74698254710296,3.78271698432504,3.71190136191819,"Low Activity"
"505","Inactive Cephs",137,19.9526231496888,3.75703435341103,3.79521430499362,3.72097803878311,"Low Activity"
"506","Inactive Cephs",138,25.1188643150958,3.76647732099461,3.80644500859016,3.73036798638318,"Low Activity"
"507","Inactive Cephs",139,31.6227766016838,3.77616336167536,3.81710090160898,3.7405832903752,"Low Activity"
"508","Inactive Cephs",140,39.8107170553497,3.78680657874037,3.82816320334597,3.75200299532542,"Low Activity"
"509","Inactive Cephs",141,50.1187233627271,3.7989218966004,3.84058699553811,3.76475145149238,"Low Activity"
"510","Inactive Cephs",142,63.0957344480194,3.81264532550007,3.85494024403584,3.77865011240466,"Low Activity"
"511","Inactive Cephs",143,79.4328234724282,3.82803970359145,3.87120139346437,3.79315331580002,"Low Activity"
"512","Inactive Cephs",144,100,3.84143370156371,3.88578262110882,3.80551632832402,"Low Activity"
"513","Inactive Cephs",145,125.892541179417,3.86140221414413,3.90669174204973,3.82341769893951,"Low Activity"
"514","Inactive Cephs",146,158.489319246111,3.88592506709296,3.93234946411506,3.84582636553628,"Low Activity"
"515","Inactive Cephs",147,199.526231496888,3.91401878209102,3.96117169034299,3.87145653204318,"Low Activity"
"516","Inactive Cephs",148,251.188643150958,3.94375494416727,3.99175200668293,3.89921343084984,"Low Activity"
"517","Inactive Cephs",149,316.227766016838,3.97437611012508,4.02293039704164,3.92763553314462,"Low Activity"
"518","Inactive Cephs",150,398.107170553497,4.00562403338315,4.0538158192091,3.95604708675608,"Low Activity"
"519","Inactive Cephs",151,501.187233627271,4.03595151409228,4.08378731817623,3.98402500703641,"Low Activity"
"520","Inactive Cephs",152,630.957344480194,4.06516552265129,4.11247870393613,4.01152646995594,"Low Activity"
"521","Inactive Cephs",153,794.328234724282,4.09299755247876,4.14083843189475,4.0382530405961,"Low Activity"
"522","Inactive Cephs",154,1000,4.11870090673046,4.16755721277554,4.06338211895486,"Low Activity"
"523","Inactive Cephs",155,1258.92541179417,4.14338200201308,4.1927123638673,4.08760948393487,"Low Activity"
"524","Inactive Cephs",156,1584.89319246111,4.16733034089069,4.21659863817594,4.11101494558593,"Low Activity"
"525","Inactive Cephs",157,1995.26231496888,4.19034880043791,4.23955128063979,4.13374393970081,"Low Activity"
"526","Inactive Cephs",158,2511.88643150958,4.21270772665915,4.26189855510993,4.15597997365098,"Low Activity"
"527","Inactive Cephs",159,3162.27766016838,4.23467188994282,4.28394969355758,4.17791683501235,"Low Activity"
"528","Inactive Cephs",160,3981.07170553497,4.2564708229946,4.30639225302069,4.19973405598603,"Low Activity"
"529","Inactive Cephs",161,5011.87233627272,4.27817554487728,4.32912573738472,4.22157864154448,"Low Activity"
"530","Inactive Cephs",162,6309.57344480194,4.3000400816009,4.35276724355711,4.24355478910644,"Low Activity"
"531","Inactive Cephs",163,7943.28234724279,4.32202434716627,4.37680528337036,4.26572110956475,"Low Activity"
"532","Inactive Cephs",164,10000,NA,NA,NA,"Low Activity"
"533","Inactive Cephs",165,12589.2541179417,NA,NA,NA,"Low Activity"
"534","Inactive Cephs",166,15848.9319246111,NA,NA,NA,"Low Activity"
"535","Inactive Cephs",167,19952.6231496888,NA,NA,NA,"Low Activity"
"536","Inactive Cephs",168,25118.8643150957,NA,NA,NA,"Low Activity"
"537","Inactive Cephs",169,31622.7766016838,NA,NA,NA,"Low Activity"
"538","Inactive Cephs",170,39810.7170553499,NA,NA,NA,"Low Activity"
"539","Inactive Cephs",171,50118.7233627271,NA,NA,NA,"Low Activity"
"540","Inactive Cephs",172,63095.7344480194,NA,NA,NA,"Low Activity"
"541","Inactive Cephs",173,79432.8234724279,NA,NA,NA,"Low Activity"
"542","Inactive Cephs",174,1e+05,NA,NA,NA,"Low Activity"
"543","Inactive Cephs",175,125892.541179417,NA,NA,NA,"Low Activity"
"544","Inactive Cephs",176,158489.319246111,NA,NA,NA,"Low Activity"
"545","Inactive Cephs",177,199526.231496888,NA,NA,NA,"Low Activity"
"546","Inactive Cephs",178,251188.643150957,NA,NA,NA,"Low Activity"
"547","Inactive Cephs",179,316227.766016838,NA,NA,NA,"Low Activity"
"548","Inactive Cephs",180,398107.170553499,NA,NA,NA,"Low Activity"
"549","Inactive Cephs",181,501187.233627271,NA,NA,NA,"Low Activity"
"550","Inactive Cephs",182,630957.344480194,NA,NA,NA,"Low Activity"
"551","Inactive Cephs",183,794328.234724279,NA,NA,NA,"Low Activity"
"552","Inactive Cephs",184,1e+06,NA,NA,NA,"Low Activity"
"553","Zooplankton",1,5.01187233627271e-13,2.0065876777869,2.00659456776962,2.00657189010271,"Zooplankton"
"554","Zooplankton",2,6.30957344480192e-13,2.00903546994185,2.00904522724042,2.00902189612322,"Zooplankton"
"555","Zooplankton",3,7.94328234724279e-13,2.01215717837508,2.01217489258879,2.01214239632057,"Zooplankton"
"556","Zooplankton",4,1e-12,2.01600119180343,2.01603214451961,2.01596884280001,"Zooplankton"
"557","Zooplankton",5,1.25892541179417e-12,2.02061656760383,2.02066913087307,2.02055334696229,"Zooplankton"
"558","Zooplankton",6,1.58489319246111e-12,2.02604889683181,2.02613324536001,2.02593480911269,"Zooplankton"
"559","Zooplankton",7,1.99526231496887e-12,2.03233109599097,2.03245258683709,2.03213730116999,"Zooplankton"
"560","Zooplankton",8,2.51188643150957e-12,2.03946872926594,2.03961888633805,2.03916099793112,"Zooplankton"
"561","Zooplankton",9,3.16227766016838e-12,2.04742301003794,2.04760116570901,2.04697906243228,"Zooplankton"
"562","Zooplankton",10,3.98107170553497e-12,2.05609476793079,2.05639693772987,2.05553783531681,"Zooplankton"
"563","Zooplankton",11,5.01187233627271e-12,2.06533253678558,2.06583659902459,2.06463580277671,"Zooplankton"
"564","Zooplankton",12,6.30957344480192e-12,2.07501828478859,2.07574368558253,2.07403869096217,"Zooplankton"
"565","Zooplankton",13,7.94328234724279e-12,2.08490801889717,2.08601114151632,2.08370579783955,"Zooplankton"
"566","Zooplankton",14,1e-11,2.09481056339099,2.09621739939018,2.09348511463293,"Zooplankton"
"567","Zooplankton",15,1.25892541179417e-11,2.10442264036504,2.10599646834862,2.10281646802979,"Zooplankton"
"568","Zooplankton",16,1.58489319246111e-11,2.11341997055068,2.11509321282749,2.11161474243388,"Zooplankton"
"569","Zooplankton",17,1.99526231496887e-11,2.12197823541294,2.12408364891831,2.11998813805409,"Zooplankton"
"570","Zooplankton",18,2.51188643150957e-11,2.12952167062015,2.13190951916748,2.12784005146467,"Zooplankton"
"571","Zooplankton",19,3.16227766016838e-11,2.13578493793398,2.13832706319807,2.1342887149563,"Zooplankton"
"572","Zooplankton",20,3.98107170553497e-11,2.1413620365623,2.14361378964465,2.13984453536712,"Zooplankton"
"573","Zooplankton",21,5.01187233627271e-11,2.14573164771711,2.1480622229749,2.14371020317026,"Zooplankton"
"574","Zooplankton",22,6.30957344480192e-11,2.14890739159009,2.15101035067148,2.14680652165206,"Zooplankton"
"575","Zooplankton",23,7.94328234724279e-11,2.15101101487792,2.15309225934914,2.14929576506444,"Zooplankton"
"576","Zooplankton",24,1e-10,2.15238872225134,2.15436722533384,2.15116074589887,"Zooplankton"
"577","Zooplankton",25,1.25892541179417e-10,2.1529812784419,2.15455582739747,2.15215409490282,"Zooplankton"
"578","Zooplankton",26,1.58489319246111e-10,2.1529494427025,2.15397646035285,2.15200034056497,"Zooplankton"
"579","Zooplankton",27,1.99526231496887e-10,2.15244822826221,2.15315683288579,2.1514366115878,"Zooplankton"
"580","Zooplankton",28,2.51188643150957e-10,2.151618466108,2.15211606703575,2.15075675893591,"Zooplankton"
"581","Zooplankton",29,3.16227766016838e-10,2.15052226875288,2.15107542727458,2.14996354614581,"Zooplankton"
"582","Zooplankton",30,3.98107170553497e-10,2.1493026247357,2.14999826972765,2.14885449975188,"Zooplankton"
"583","Zooplankton",31,5.01187233627271e-10,2.14823465772022,2.14899434441068,2.14770458716791,"Zooplankton"
"584","Zooplankton",32,6.30957344480192e-10,2.14727525047095,2.1480251401926,2.1467609887528,"Zooplankton"
"585","Zooplankton",33,7.94328234724279e-10,2.1465340005237,2.14737607370033,2.1460911295453,"Zooplankton"
"586","Zooplankton",34,1e-09,2.14612729932079,2.14702010155139,2.14572711699263,"Zooplankton"
"587","Zooplankton",35,1.25892541179417e-09,2.14601691971905,2.14704370546396,2.14568648002852,"Zooplankton"
"588","Zooplankton",36,1.58489319246111e-09,2.14636836467526,2.14746080688509,2.14602883567772,"Zooplankton"
"589","Zooplankton",37,1.99526231496887e-09,2.14722403294162,2.14835374890441,2.14686652241047,"Zooplankton"
"590","Zooplankton",38,2.51188643150957e-09,2.14866400755529,2.1498132289151,2.14822789432359,"Zooplankton"
"591","Zooplankton",39,3.16227766016838e-09,2.15077297411969,2.15193012142592,2.15020649567963,"Zooplankton"
"592","Zooplankton",40,3.98107170553497e-09,2.15362018280977,2.15479358534985,2.15292598421764,"Zooplankton"
"593","Zooplankton",41,5.01187233627271e-09,2.15731504184262,2.15849596155931,2.15648693932222,"Zooplankton"
"594","Zooplankton",42,6.30957344480194e-09,2.16202795607207,2.16314081171164,2.16100538457468,"Zooplankton"
"595","Zooplankton",43,7.94328234724279e-09,2.16780894737321,2.16884914996396,2.16661756678928,"Zooplankton"
"596","Zooplankton",44,1e-08,2.17478708284189,2.17575985015832,2.17347992083044,"Zooplankton"
"597","Zooplankton",45,1.25892541179417e-08,2.18320238249804,2.18404560014722,2.18175398254948,"Zooplankton"
"598","Zooplankton",46,1.58489319246111e-08,2.19310365659329,2.19413518325055,2.19153685083248,"Zooplankton"
"599","Zooplankton",47,1.99526231496888e-08,2.20457391789204,2.20593738862224,2.20305450281534,"Zooplankton"
"600","Zooplankton",48,2.51188643150958e-08,2.21792815571689,2.21954878622503,2.21638545109642,"Zooplankton"
"601","Zooplankton",49,3.16227766016838e-08,2.23296118672385,2.23498287770681,2.23140899564846,"Zooplankton"
"602","Zooplankton",50,3.98107170553497e-08,2.24967260068516,2.25212726620234,2.24779875617057,"Zooplankton"
"603","Zooplankton",51,5.01187233627271e-08,2.26771586728483,2.27070915391045,2.26566234463407,"Zooplankton"
"604","Zooplankton",52,6.30957344480193e-08,2.28727338744572,2.29039092119081,2.28455082557272,"Zooplankton"
"605","Zooplankton",53,7.9432823472428e-08,2.30704897553545,2.31094502042582,2.30381873486505,"Zooplankton"
"606","Zooplankton",54,1e-07,2.3263362800696,2.33127777512001,2.32252342905276,"Zooplankton"
"607","Zooplankton",55,1.25892541179417e-07,2.34519067730669,2.35064075146489,2.34027546818748,"Zooplankton"
"608","Zooplankton",56,1.58489319246111e-07,2.36238795488878,2.36834902992701,2.3565096526469,"Zooplankton"
"609","Zooplankton",57,1.99526231496888e-07,2.37711978322218,2.38400863248109,2.37056066135828,"Zooplankton"
"610","Zooplankton",58,2.51188643150958e-07,2.38908584315807,2.39681291532067,2.38188506478159,"Zooplankton"
"611","Zooplankton",59,3.16227766016838e-07,2.39802483943929,2.40642673944845,2.39018123650331,"Zooplankton"
"612","Zooplankton",60,3.98107170553497e-07,2.40386892261764,2.41274929038135,2.39543972283552,"Zooplankton"
"613","Zooplankton",61,5.01187233627271e-07,2.40675643398114,2.41590450522998,2.39791096538749,"Zooplankton"
"614","Zooplankton",62,6.30957344480193e-07,2.40702441055702,2.41621532576379,2.39802927826722,"Zooplankton"
"615","Zooplankton",63,7.94328234724281e-07,2.40513656793861,2.41418233397058,2.39634534505751,"Zooplankton"
"616","Zooplankton",64,1e-06,2.4013246709988,2.41047267672859,2.39349632862859,"Zooplankton"
"617","Zooplankton",65,1.25892541179417e-06,2.39692584266327,2.40590589658446,2.39020410773135,"Zooplankton"
"618","Zooplankton",66,1.58489319246111e-06,2.3932178655491,2.40141107615314,2.38726259962436,"Zooplankton"
"619","Zooplankton",67,1.99526231496888e-06,2.39085829138166,2.39793370458144,2.38547355517457,"Zooplankton"
"620","Zooplankton",68,2.51188643150958e-06,2.39005262268557,2.39629393504991,2.38552139777043,"Zooplankton"
"621","Zooplankton",69,3.16227766016838e-06,2.39143208455977,2.39703270096166,2.38782674573677,"Zooplankton"
"622","Zooplankton",70,3.98107170553497e-06,2.39536269117578,2.40030926422903,2.39245356162058,"Zooplankton"
"623","Zooplankton",71,5.01187233627271e-06,2.40158831580183,2.40591138817046,2.39913519981973,"Zooplankton"
"624","Zooplankton",72,6.30957344480193e-06,2.40964649063762,2.41339856541422,2.40742657571114,"Zooplankton"
"625","Zooplankton",73,7.9432823472428e-06,2.41908544602686,2.42233341293734,2.41691835958761,"Zooplankton"
"626","Zooplankton",74,1e-05,2.42966474111859,2.43249906321969,2.42741227450065,"Zooplankton"
"627","Zooplankton",75,1.25892541179417e-05,2.44135340561065,2.44398824512772,2.43897672116601,"Zooplankton"
"628","Zooplankton",76,1.58489319246111e-05,2.45449661136832,2.45714191726152,2.45186551353982,"Zooplankton"
